,ENTREGA,CHIP CLARO ODA 128KB TRIPE,GE1 ELETROPORTATEIS,CHIP VIVO 4G 128K P19 HRS PRE,GE2 CELULAR,CHIP OI 4G 128KB,GE1 CELULAR,CHIP TIM INFINITY PRE HRD TRIPLO 4G,VENTILADOR 30 NV-15 3P BR 220V,CHIP TIM INFINITY PRE DUPLO 4G HDR NACIONAL
2015-11-07,3.0,0.0,7.0,2.0,2.0,8.0,1.0,0.0,1.0,4.0
2015-11-09,5.0,0.0,5.0,5.0,5.0,9.0,6.0,0.0,1.0,11.0
2015-11-10,6.0,0.0,3.0,3.0,5.0,7.0,4.0,0.0,2.0,3.0
2015-11-11,4.0,0.0,3.0,2.0,1.0,4.0,1.0,0.0,0.0,6.0
2015-11-12,5.0,0.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,6.0
2015-11-13,5.0,0.0,0.0,4.0,1.0,8.0,2.0,0.0,0.0,2.0
2015-11-14,3.0,0.0,4.0,4.0,4.0,6.0,3.0,0.0,0.0,4.0
2015-11-16,1.0,0.0,4.0,7.0,5.0,8.0,4.0,0.0,2.0,3.0
2015-11-17,3.0,0.0,2.0,1.0,7.0,12.0,5.0,0.0,2.0,7.0
2015-11-18,1.0,0.0,4.0,0.0,4.0,5.0,1.0,0.0,1.0,3.0
2015-11-19,1.0,0.0,11.0,2.0,3.0,3.0,2.0,0.0,3.0,1.0
2015-11-20,4.0,0.0,5.0,2.0,4.0,5.0,2.0,0.0,0.0,5.0
2015-11-21,2.0,0.0,13.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0
2015-11-23,5.0,0.0,10.0,5.0,4.0,6.0,3.0,0.0,3.0,5.0
2015-11-24,6.0,0.0,9.0,2.0,4.0,6.0,0.0,0.0,6.0,6.0
2015-11-25,13.0,0.0,11.0,2.0,3.0,7.0,2.0,0.0,10.0,1.0
2015-11-26,13.0,0.0,8.0,6.0,2.0,11.0,1.0,0.0,28.0,4.0
2015-11-27,21.0,11.0,9.0,2.0,3.0,13.0,7.0,0.0,10.0,7.0
2015-11-28,19.0,11.0,12.0,0.0,5.0,4.0,1.0,0.0,14.0,3.0
2015-11-30,8.0,13.0,3.0,4.0,3.0,8.0,3.0,0.0,12.0,6.0
2015-12-01,4.0,10.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,4.0
2015-12-02,6.0,7.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0
2015-12-03,8.0,11.0,8.0,3.0,3.0,4.0,5.0,0.0,2.0,5.0
2015-12-04,5.0,7.0,19.0,4.0,3.0,1.0,1.0,0.0,2.0,1.0
2015-12-05,4.0,6.0,15.0,1.0,3.0,5.0,1.0,0.0,5.0,5.0
2015-12-07,4.0,14.0,12.0,1.0,4.0,8.0,1.0,0.0,3.0,5.0
2015-12-08,3.0,5.0,0.0,2.0,1.0,3.0,2.0,0.0,1.0,3.0
2015-12-09,7.0,11.0,14.0,4.0,1.0,1.0,2.0,0.0,4.0,5.0
2015-12-10,6.0,6.0,6.0,1.0,2.0,0.0,1.0,0.0,0.0,9.0
2015-12-11,2.0,6.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0
2015-12-12,6.0,5.0,11.0,1.0,5.0,3.0,1.0,0.0,0.0,6.0
2015-12-14,5.0,13.0,16.0,1.0,4.0,4.0,5.0,0.0,0.0,7.0
2015-12-15,5.0,9.0,6.0,1.0,2.0,3.0,3.0,0.0,0.0,2.0
2015-12-16,1.0,6.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,5.0
2015-12-17,2.0,16.0,3.0,1.0,4.0,4.0,6.0,0.0,1.0,11.0
2015-12-18,7.0,6.0,11.0,4.0,1.0,3.0,5.0,0.0,2.0,7.0
2015-12-19,7.0,15.0,10.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0
2015-12-21,5.0,14.0,5.0,5.0,5.0,11.0,4.0,0.0,0.0,6.0
2015-12-22,7.0,9.0,6.0,0.0,4.0,2.0,1.0,0.0,0.0,10.0
2015-12-23,2.0,11.0,7.0,4.0,3.0,3.0,2.0,0.0,1.0,4.0
2015-12-24,2.0,5.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0
2015-12-26,1.0,4.0,11.0,2.0,1.0,1.0,3.0,0.0,0.0,6.0
2015-12-28,2.0,22.0,8.0,3.0,3.0,3.0,1.0,0.0,0.0,4.0
2015-12-29,1.0,12.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0
2015-12-30,6.0,10.0,6.0,0.0,2.0,4.0,0.0,0.0,2.0,5.0
2015-12-31,1.0,15.0,8.0,0.0,2.0,2.0,1.0,0.0,1.0,6.0
2016-01-02,1.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0
2016-01-04,2.0,16.0,13.0,2.0,2.0,3.0,5.0,0.0,0.0,6.0
2016-01-05,6.0,12.0,6.0,2.0,1.0,1.0,1.0,0.0,0.0,9.0
2016-01-06,2.0,15.0,3.0,0.0,5.0,2.0,3.0,0.0,0.0,4.0
2016-01-07,5.0,6.0,7.0,0.0,2.0,4.0,3.0,0.0,3.0,6.0
2016-01-08,6.0,13.0,9.0,0.0,4.0,7.0,0.0,0.0,20.0,4.0
2016-01-09,3.0,14.0,6.0,0.0,4.0,5.0,3.0,0.0,17.0,7.0
2016-01-11,0.0,18.0,0.0,0.0,1.0,2.0,2.0,0.0,6.0,3.0
2016-01-12,2.0,9.0,3.0,0.0,2.0,4.0,1.0,0.0,4.0,2.0
2016-01-13,1.0,12.0,8.0,0.0,2.0,4.0,2.0,0.0,7.0,5.0
2016-01-14,0.0,10.0,6.0,0.0,1.0,2.0,1.0,0.0,6.0,0.0
2016-01-15,1.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
2016-01-16,2.0,12.0,3.0,0.0,2.0,2.0,4.0,0.0,5.0,7.0
2016-01-18,1.0,13.0,5.0,0.0,1.0,6.0,2.0,0.0,0.0,8.0
2016-01-19,1.0,12.0,6.0,0.0,5.0,5.0,2.0,0.0,0.0,9.0
2016-01-20,0.0,13.0,8.0,0.0,4.0,8.0,1.0,0.0,2.0,3.0
2016-01-21,2.0,12.0,6.0,0.0,4.0,4.0,2.0,0.0,15.0,10.0
2016-01-22,2.0,5.0,1.0,0.0,3.0,6.0,0.0,0.0,9.0,4.0
2016-01-23,2.0,4.0,4.0,0.0,4.0,2.0,2.0,0.0,2.0,4.0
2016-01-25,5.0,10.0,13.0,0.0,2.0,5.0,0.0,0.0,12.0,7.0
2016-01-26,5.0,13.0,5.0,0.0,3.0,6.0,3.0,0.0,19.0,5.0
2016-01-27,1.0,8.0,10.0,0.0,3.0,4.0,1.0,0.0,0.0,8.0
2016-01-28,3.0,5.0,7.0,0.0,2.0,2.0,3.0,0.0,0.0,5.0
2016-01-29,1.0,9.0,13.0,0.0,4.0,4.0,3.0,0.0,0.0,5.0
2016-01-30,0.0,7.0,8.0,0.0,2.0,4.0,0.0,0.0,0.0,5.0
2016-02-01,6.0,9.0,8.0,0.0,5.0,2.0,1.0,0.0,3.0,13.0
2016-02-02,0.0,4.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0
2016-02-03,2.0,7.0,8.0,0.0,4.0,4.0,0.0,0.0,1.0,11.0
2016-02-04,1.0,6.0,6.0,0.0,0.0,4.0,1.0,0.0,3.0,4.0
2016-02-05,3.0,10.0,6.0,0.0,7.0,8.0,0.0,0.0,0.0,6.0
2016-02-06,2.0,8.0,7.0,0.0,2.0,5.0,3.0,0.0,0.0,8.0
2016-02-08,7.0,8.0,8.0,0.0,2.0,4.0,4.0,0.0,1.0,5.0
2016-02-10,4.0,11.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,3.0
2016-02-11,2.0,11.0,7.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0
2016-02-12,2.0,6.0,7.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0
2016-02-13,1.0,4.0,8.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0
2016-02-15,0.0,11.0,18.0,0.0,1.0,5.0,2.0,0.0,3.0,20.0
2016-02-16,2.0,6.0,7.0,0.0,1.0,4.0,0.0,0.0,0.0,9.0
2016-02-17,2.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2016-02-18,2.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0
2016-02-19,1.0,6.0,5.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0
2016-02-20,2.0,7.0,7.0,0.0,2.0,5.0,0.0,0.0,0.0,10.0
2016-02-22,5.0,13.0,6.0,0.0,2.0,3.0,1.0,0.0,0.0,8.0
2016-02-23,2.0,10.0,7.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0
2016-02-24,3.0,10.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0
2016-02-25,7.0,6.0,5.0,0.0,1.0,3.0,0.0,0.0,0.0,7.0
2016-02-26,1.0,7.0,6.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0
2016-02-27,2.0,3.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2016-02-29,9.0,13.0,9.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0
2016-03-01,4.0,4.0,3.0,0.0,3.0,4.0,1.0,0.0,0.0,3.0
2016-03-02,6.0,7.0,7.0,0.0,1.0,3.0,2.0,0.0,0.0,4.0
2016-03-03,2.0,4.0,3.0,0.0,1.0,3.0,0.0,0.0,10.0,4.0
2016-03-04,3.0,6.0,3.0,0.0,0.0,2.0,2.0,0.0,7.0,8.0
2016-03-05,2.0,4.0,6.0,0.0,4.0,5.0,0.0,0.0,3.0,3.0
2016-03-07,7.0,14.0,14.0,0.0,1.0,10.0,2.0,0.0,18.0,4.0
2016-03-08,1.0,3.0,11.0,0.0,3.0,2.0,0.0,0.0,3.0,5.0
2016-03-09,1.0,10.0,12.0,0.0,5.0,7.0,0.0,0.0,0.0,3.0
2016-03-10,1.0,10.0,13.0,0.0,1.0,1.0,4.0,0.0,0.0,6.0
2016-03-11,5.0,5.0,5.0,0.0,3.0,4.0,2.0,0.0,0.0,4.0
2016-03-12,7.0,15.0,5.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0
2016-03-14,8.0,10.0,28.0,0.0,4.0,9.0,2.0,0.0,0.0,4.0
2016-03-15,0.0,15.0,11.0,0.0,1.0,3.0,4.0,0.0,0.0,2.0
2016-03-16,0.0,13.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0
2016-03-17,3.0,16.0,6.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0
2016-03-18,1.0,12.0,12.0,1.0,2.0,5.0,2.0,0.0,1.0,2.0
2016-03-19,4.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2016-03-21,5.0,14.0,10.0,1.0,4.0,4.0,1.0,0.0,0.0,3.0
2016-03-22,7.0,17.0,9.0,2.0,5.0,4.0,3.0,0.0,0.0,2.0
2016-03-23,5.0,7.0,11.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0
2016-03-24,4.0,11.0,11.0,2.0,0.0,5.0,4.0,0.0,0.0,1.0
2016-03-26,5.0,12.0,7.0,2.0,3.0,5.0,4.0,0.0,0.0,2.0
2016-03-28,5.0,2.0,3.0,2.0,0.0,4.0,2.0,0.0,0.0,2.0
2016-03-29,1.0,10.0,8.0,3.0,1.0,3.0,1.0,0.0,4.0,1.0
2016-03-30,3.0,11.0,3.0,2.0,4.0,4.0,0.0,0.0,60.0,10.0
2016-03-31,4.0,6.0,10.0,1.0,2.0,3.0,1.0,0.0,28.0,10.0
2016-04-01,2.0,7.0,6.0,0.0,2.0,4.0,1.0,0.0,21.0,1.0
2016-04-02,4.0,8.0,7.0,0.0,3.0,3.0,0.0,0.0,25.0,6.0
2016-04-04,1.0,4.0,17.0,3.0,0.0,2.0,4.0,0.0,6.0,4.0
2016-04-05,1.0,10.0,5.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0
2016-04-06,0.0,6.0,6.0,0.0,1.0,2.0,1.0,0.0,2.0,3.0
2016-04-07,0.0,15.0,8.0,1.0,1.0,1.0,3.0,0.0,3.0,4.0
2016-04-08,3.0,9.0,6.0,2.0,3.0,4.0,0.0,0.0,3.0,3.0
2016-04-09,3.0,7.0,5.0,0.0,2.0,3.0,1.0,0.0,0.0,2.0
2016-04-11,4.0,4.0,18.0,1.0,5.0,5.0,2.0,0.0,1.0,5.0
2016-04-12,1.0,4.0,1.0,4.0,0.0,0.0,1.0,0.0,3.0,1.0
2016-04-13,2.0,7.0,0.0,3.0,2.0,2.0,0.0,0.0,2.0,0.0
2016-04-14,5.0,8.0,4.0,3.0,2.0,0.0,1.0,0.0,9.0,0.0
2016-04-15,0.0,6.0,3.0,3.0,3.0,5.0,2.0,0.0,11.0,2.0
2016-04-16,2.0,5.0,3.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0
2016-04-18,1.0,4.0,4.0,3.0,7.0,6.0,1.0,0.0,5.0,4.0
2016-04-19,2.0,7.0,5.0,0.0,3.0,1.0,2.0,0.0,5.0,2.0
2016-04-20,0.0,2.0,6.0,4.0,1.0,1.0,1.0,0.0,4.0,2.0
2016-04-22,3.0,11.0,8.0,1.0,2.0,2.0,4.0,0.0,6.0,3.0
2016-04-23,4.0,6.0,5.0,4.0,5.0,4.0,1.0,0.0,4.0,4.0
2016-04-25,3.0,4.0,11.0,3.0,3.0,5.0,1.0,0.0,9.0,2.0
2016-04-26,1.0,7.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,3.0
2016-04-27,3.0,4.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,7.0
2016-04-28,1.0,7.0,7.0,3.0,2.0,1.0,2.0,0.0,1.0,4.0
2016-04-29,2.0,8.0,11.0,3.0,2.0,5.0,2.0,0.0,0.0,1.0
2016-04-30,4.0,5.0,1.0,2.0,4.0,5.0,1.0,0.0,0.0,2.0
2016-05-02,3.0,15.0,10.0,1.0,4.0,3.0,0.0,0.0,3.0,1.0
2016-05-03,2.0,6.0,4.0,2.0,3.0,5.0,1.0,0.0,1.0,0.0
2016-05-04,4.0,9.0,5.0,1.0,6.0,7.0,2.0,0.0,2.0,4.0
2016-05-05,4.0,7.0,7.0,3.0,4.0,8.0,3.0,0.0,5.0,1.0
2016-05-06,3.0,11.0,11.0,5.0,6.0,7.0,4.0,0.0,2.0,4.0
2016-05-07,3.0,26.0,27.0,4.0,5.0,8.0,4.0,0.0,3.0,1.0
2016-05-09,3.0,4.0,5.0,2.0,1.0,3.0,1.0,0.0,2.0,0.0
2016-05-10,6.0,4.0,8.0,3.0,1.0,3.0,1.0,0.0,3.0,1.0
2016-05-11,1.0,6.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,2.0
2016-05-12,1.0,6.0,2.0,0.0,3.0,4.0,3.0,0.0,1.0,2.0
2016-05-13,3.0,7.0,3.0,1.0,2.0,3.0,2.0,0.0,0.0,4.0
2016-05-14,2.0,7.0,5.0,1.0,6.0,9.0,1.0,0.0,1.0,4.0
2016-05-16,1.0,12.0,8.0,3.0,5.0,7.0,1.0,0.0,1.0,1.0
2016-05-17,1.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,0.0,2.0
2016-05-18,0.0,3.0,1.0,2.0,1.0,4.0,0.0,0.0,1.0,3.0
2016-05-19,3.0,8.0,1.0,2.0,3.0,5.0,2.0,0.0,2.0,2.0
2016-05-20,4.0,2.0,9.0,1.0,0.0,2.0,3.0,0.0,2.0,1.0
2016-05-21,0.0,4.0,4.0,1.0,1.0,4.0,2.0,0.0,1.0,1.0
2016-05-23,2.0,2.0,6.0,1.0,1.0,6.0,1.0,0.0,1.0,1.0
2016-05-24,2.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
2016-05-25,2.0,3.0,3.0,1.0,2.0,5.0,0.0,0.0,2.0,0.0
2016-05-26,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2016-05-27,1.0,3.0,2.0,3.0,2.0,6.0,1.0,0.0,2.0,1.0
2016-05-28,1.0,8.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0
2016-05-30,1.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0
2016-05-31,4.0,12.0,3.0,1.0,3.0,8.0,3.0,0.0,21.0,2.0
2016-06-01,1.0,5.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0
2016-06-02,2.0,2.0,7.0,1.0,2.0,5.0,1.0,0.0,0.0,3.0
2016-06-03,1.0,5.0,4.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0
2016-06-04,0.0,3.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0
2016-06-06,2.0,3.0,12.0,5.0,2.0,8.0,0.0,0.0,2.0,2.0
2016-06-07,0.0,4.0,2.0,5.0,0.0,5.0,1.0,0.0,1.0,1.0
2016-06-08,3.0,7.0,5.0,6.0,2.0,2.0,0.0,0.0,2.0,2.0
2016-06-09,2.0,1.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0
2016-06-10,1.0,5.0,6.0,1.0,1.0,7.0,0.0,0.0,1.0,3.0
2016-06-11,0.0,7.0,8.0,7.0,2.0,8.0,1.0,0.0,1.0,0.0
2016-06-13,2.0,15.0,2.0,8.0,4.0,7.0,1.0,0.0,2.0,2.0
2016-06-14,1.0,8.0,5.0,4.0,3.0,4.0,1.0,0.0,0.0,2.0
2016-06-15,2.0,9.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,1.0
2016-06-16,2.0,8.0,4.0,2.0,4.0,6.0,0.0,0.0,2.0,1.0
2016-06-17,4.0,7.0,6.0,2.0,1.0,2.0,5.0,1.0,0.0,3.0
2016-06-18,0.0,3.0,0.0,5.0,1.0,3.0,1.0,0.0,2.0,1.0
2016-06-20,4.0,8.0,6.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0
2016-06-21,1.0,7.0,3.0,0.0,0.0,5.0,0.0,0.0,1.0,4.0
2016-06-22,0.0,7.0,2.0,2.0,1.0,4.0,2.0,0.0,1.0,2.0
2016-06-23,1.0,8.0,2.0,3.0,1.0,6.0,1.0,0.0,6.0,1.0
2016-06-25,1.0,4.0,1.0,1.0,4.0,8.0,0.0,0.0,1.0,1.0
2016-06-27,2.0,10.0,3.0,3.0,1.0,4.0,1.0,0.0,0.0,3.0
2016-06-28,4.0,6.0,1.0,2.0,1.0,5.0,1.0,0.0,0.0,2.0
2016-06-29,1.0,8.0,1.0,4.0,1.0,4.0,0.0,0.0,1.0,1.0
2016-06-30,3.0,14.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,1.0
2016-07-01,0.0,5.0,5.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0
2016-07-02,2.0,7.0,3.0,1.0,1.0,4.0,1.0,0.0,0.0,2.0
2016-07-04,5.0,7.0,2.0,0.0,2.0,5.0,2.0,0.0,1.0,4.0
2016-07-05,2.0,6.0,4.0,0.0,0.0,11.0,2.0,0.0,0.0,1.0
2016-07-06,1.0,5.0,5.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0
2016-07-07,4.0,17.0,6.0,0.0,1.0,7.0,3.0,0.0,1.0,4.0
2016-07-08,9.0,1.0,3.0,0.0,1.0,8.0,0.0,0.0,0.0,6.0
2016-07-09,0.0,7.0,0.0,0.0,4.0,10.0,1.0,0.0,0.0,2.0
2016-07-11,1.0,17.0,5.0,0.0,0.0,14.0,2.0,0.0,1.0,5.0
2016-07-12,1.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0
2016-07-13,1.0,8.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0
2016-07-14,1.0,6.0,1.0,0.0,0.0,6.0,3.0,0.0,3.0,2.0
2016-07-15,1.0,6.0,2.0,0.0,3.0,7.0,0.0,0.0,1.0,1.0
2016-07-16,4.0,7.0,0.0,0.0,3.0,10.0,1.0,0.0,0.0,4.0
2016-07-18,6.0,11.0,1.0,0.0,4.0,5.0,1.0,0.0,1.0,3.0
2016-07-19,0.0,4.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
2016-07-20,0.0,2.0,3.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0
2016-07-21,1.0,3.0,4.0,3.0,1.0,5.0,0.0,0.0,0.0,3.0
2016-07-22,2.0,4.0,2.0,0.0,0.0,6.0,1.0,0.0,1.0,2.0
2016-07-23,2.0,5.0,2.0,3.0,3.0,4.0,0.0,0.0,0.0,2.0
2016-07-25,4.0,7.0,7.0,3.0,3.0,5.0,0.0,0.0,2.0,2.0
2016-07-26,2.0,3.0,1.0,4.0,0.0,2.0,1.0,0.0,2.0,1.0
2016-07-27,0.0,5.0,2.0,5.0,1.0,6.0,2.0,0.0,0.0,2.0
2016-07-28,1.0,3.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0
2016-07-29,3.0,8.0,2.0,4.0,0.0,2.0,1.0,0.0,1.0,2.0
2016-07-30,4.0,9.0,2.0,5.0,1.0,4.0,0.0,0.0,1.0,0.0
2016-08-01,0.0,3.0,0.0,4.0,2.0,3.0,2.0,0.0,0.0,2.0
2016-08-02,1.0,3.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,2.0
2016-08-04,2.0,13.0,4.0,5.0,2.0,3.0,0.0,0.0,0.0,3.0
2016-08-05,2.0,8.0,5.0,4.0,1.0,6.0,0.0,0.0,2.0,2.0
2016-08-06,1.0,5.0,5.0,4.0,1.0,6.0,0.0,0.0,4.0,4.0
2016-08-08,5.0,15.0,11.0,0.0,1.0,10.0,3.0,0.0,2.0,6.0
2016-08-09,1.0,9.0,0.0,0.0,4.0,5.0,3.0,0.0,2.0,5.0
2016-08-10,2.0,15.0,2.0,1.0,5.0,4.0,1.0,0.0,0.0,3.0
2016-08-11,2.0,11.0,6.0,0.0,7.0,3.0,3.0,0.0,1.0,5.0
2016-08-12,0.0,4.0,4.0,1.0,1.0,4.0,1.0,0.0,5.0,2.0
2016-08-13,2.0,8.0,2.0,2.0,2.0,8.0,0.0,0.0,1.0,7.0
2016-08-14,2.0,2.0,3.0,3.0,3.0,6.0,0.0,0.0,3.0,4.0
2016-08-15,2.0,8.0,3.0,2.0,4.0,2.0,0.0,0.0,0.0,5.0
2016-08-16,1.0,9.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,3.0
2016-08-17,1.0,5.0,1.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0
2016-08-18,5.0,5.0,2.0,3.0,3.0,3.0,0.0,0.0,1.0,3.0
2016-08-19,2.0,3.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,3.0
2016-08-20,7.0,5.0,3.0,1.0,3.0,3.0,1.0,0.0,1.0,2.0
2016-08-22,3.0,9.0,7.0,2.0,1.0,5.0,3.0,0.0,2.0,1.0
2016-08-23,1.0,2.0,0.0,4.0,3.0,4.0,1.0,0.0,0.0,3.0
2016-08-24,1.0,6.0,2.0,2.0,1.0,3.0,0.0,0.0,3.0,1.0
2016-08-25,2.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0
2016-08-26,2.0,5.0,0.0,8.0,2.0,5.0,2.0,0.0,0.0,2.0
2016-08-27,2.0,8.0,1.0,4.0,1.0,2.0,0.0,0.0,1.0,5.0
2016-08-28,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
2016-08-29,2.0,13.0,3.0,4.0,0.0,5.0,0.0,0.0,2.0,0.0
2016-08-30,4.0,9.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0
2016-08-31,7.0,8.0,3.0,0.0,0.0,3.0,0.0,5.0,5.0,2.0
2016-09-01,2.0,6.0,1.0,0.0,2.0,4.0,1.0,4.0,2.0,0.0
2016-09-02,2.0,8.0,2.0,0.0,2.0,5.0,2.0,2.0,1.0,0.0
2016-09-03,2.0,7.0,2.0,0.0,1.0,5.0,1.0,2.0,0.0,0.0
2016-09-05,5.0,23.0,1.0,0.0,5.0,6.0,0.0,4.0,0.0,0.0
2016-09-06,2.0,23.0,1.0,0.0,5.0,6.0,1.0,3.0,0.0,0.0
2016-09-08,2.0,15.0,3.0,0.0,3.0,9.0,1.0,4.0,0.0,0.0
2016-09-09,4.0,11.0,1.0,0.0,3.0,7.0,0.0,8.0,1.0,0.0
2016-09-10,3.0,11.0,2.0,0.0,1.0,6.0,0.0,2.0,0.0,0.0
2016-09-12,6.0,3.0,0.0,7.0,4.0,12.0,0.0,7.0,0.0,0.0
2016-09-13,4.0,2.0,2.0,5.0,0.0,9.0,1.0,5.0,1.0,0.0
2016-09-14,1.0,10.0,3.0,4.0,1.0,3.0,0.0,3.0,0.0,0.0
2016-09-15,0.0,5.0,2.0,1.0,4.0,8.0,0.0,3.0,0.0,0.0
2016-09-16,0.0,7.0,1.0,1.0,1.0,4.0,0.0,0.0,3.0,0.0
2016-09-17,2.0,6.0,1.0,0.0,1.0,4.0,2.0,0.0,2.0,0.0
2016-09-19,0.0,16.0,1.0,2.0,5.0,15.0,0.0,3.0,3.0,0.0
2016-09-20,0.0,10.0,3.0,1.0,4.0,11.0,0.0,2.0,2.0,0.0
