,ENTREGA,CHIP CLARO ODA 128KB TRIPE,GE1 ELETROPORTATEIS,CHIP VIVO 4G 128K P19 HRS PRE,GE2 CELULAR,CHIP OI 4G 128KB,GE1 CELULAR,CHIP TIM INFINITY PRE HRD TRIPLO 4G,VENTILADOR 30 NV-15 3P BR 220V,CHIP TIM INFINITY PRE DUPLO 4G HDR NACIONAL
2016-09-21,1.0,7.0,2.0,2.0,0.0,4.0,0.0,4.0,3.0,0.0
2016-09-22,1.0,10.0,1.0,3.0,3.0,5.0,1.0,4.0,7.0,0.0
2016-09-23,2.0,2.0,3.0,0.0,0.0,4.0,1.0,3.0,4.0,0.0
2016-09-24,0.0,6.0,2.0,1.0,2.0,7.0,1.0,3.0,5.0,0.0
2016-09-26,1.0,9.0,6.0,4.0,4.0,10.0,1.0,5.0,5.0,0.0
2016-09-27,1.0,5.0,1.0,2.0,2.0,7.0,0.0,0.0,3.0,0.0
2016-09-28,2.0,7.0,3.0,0.0,2.0,4.0,1.0,2.0,0.0,0.0
2016-09-29,1.0,7.0,1.0,1.0,2.0,6.0,2.0,7.0,1.0,0.0
2016-09-30,2.0,9.0,0.0,2.0,2.0,9.0,0.0,7.0,1.0,0.0
2016-10-01,3.0,8.0,4.0,4.0,1.0,2.0,0.0,1.0,5.0,0.0
2016-10-03,4.0,8.0,2.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0
2016-10-04,2.0,10.0,1.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0
2016-10-05,1.0,9.0,1.0,1.0,2.0,12.0,1.0,2.0,0.0,0.0
2016-10-06,3.0,10.0,1.0,1.0,2.0,4.0,0.0,5.0,0.0,0.0
2016-10-07,2.0,9.0,5.0,1.0,3.0,8.0,2.0,5.0,0.0,0.0
2016-10-08,3.0,16.0,1.0,8.0,1.0,8.0,0.0,3.0,0.0,0.0
2016-10-10,7.0,21.0,0.0,4.0,6.0,7.0,5.0,9.0,0.0,0.0
2016-10-11,0.0,18.0,1.0,1.0,4.0,6.0,1.0,6.0,0.0,0.0
2016-10-12,0.0,9.0,2.0,4.0,5.0,4.0,1.0,4.0,0.0,0.0
2016-10-13,0.0,5.0,1.0,3.0,0.0,5.0,1.0,7.0,0.0,0.0
2016-10-14,1.0,4.0,0.0,2.0,3.0,6.0,0.0,1.0,0.0,0.0
2016-10-15,3.0,11.0,1.0,2.0,3.0,4.0,1.0,5.0,0.0,0.0
2016-10-18,2.0,14.0,0.0,4.0,5.0,13.0,2.0,9.0,4.0,0.0
2016-10-19,1.0,10.0,1.0,6.0,2.0,7.0,2.0,0.0,1.0,0.0
2016-10-20,2.0,9.0,2.0,2.0,3.0,3.0,0.0,6.0,5.0,0.0
2016-10-21,1.0,8.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,0.0
2016-10-22,1.0,10.0,1.0,3.0,2.0,3.0,1.0,5.0,0.0,0.0
2016-10-24,6.0,17.0,1.0,4.0,1.0,8.0,5.0,6.0,0.0,0.0
2016-10-25,4.0,15.0,0.0,7.0,5.0,4.0,1.0,3.0,0.0,0.0
2016-10-26,5.0,11.0,3.0,5.0,2.0,4.0,4.0,3.0,0.0,0.0
2016-10-27,7.0,11.0,0.0,2.0,1.0,4.0,1.0,2.0,3.0,0.0
2016-10-28,4.0,16.0,6.0,4.0,6.0,6.0,0.0,7.0,0.0,0.0
2016-10-29,2.0,11.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,0.0
2016-10-31,3.0,10.0,3.0,1.0,1.0,2.0,0.0,3.0,3.0,0.0
2016-11-01,1.0,14.0,1.0,0.0,4.0,3.0,1.0,6.0,1.0,0.0
2016-11-03,4.0,9.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0
2016-11-04,2.0,18.0,3.0,0.0,3.0,4.0,1.0,4.0,0.0,0.0
2016-11-05,3.0,7.0,2.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0
2016-11-07,4.0,16.0,2.0,2.0,3.0,6.0,2.0,5.0,0.0,0.0
2016-11-08,3.0,9.0,2.0,2.0,4.0,7.0,1.0,2.0,0.0,0.0
2016-11-09,0.0,12.0,3.0,1.0,6.0,6.0,3.0,2.0,0.0,0.0
2016-11-10,3.0,8.0,3.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0
2016-11-11,1.0,9.0,4.0,5.0,0.0,5.0,1.0,2.0,0.0,0.0
2016-11-12,3.0,18.0,5.0,5.0,5.0,5.0,0.0,3.0,0.0,0.0
2016-11-14,6.0,16.0,6.0,3.0,3.0,8.0,3.0,6.0,4.0,0.0
2016-11-16,4.0,8.0,3.0,5.0,6.0,5.0,0.0,1.0,5.0,0.0
2016-11-17,6.0,13.0,4.0,1.0,3.0,5.0,0.0,4.0,9.0,0.0
2016-11-18,4.0,12.0,2.0,3.0,3.0,5.0,1.0,5.0,3.0,0.0
2016-11-19,5.0,21.0,2.0,1.0,7.0,5.0,2.0,7.0,4.0,0.0
2016-11-21,7.0,10.0,3.0,4.0,3.0,11.0,1.0,10.0,13.0,0.0
2016-11-22,5.0,13.0,6.0,0.0,3.0,8.0,0.0,5.0,15.0,0.0
2016-11-23,9.0,14.0,10.0,0.0,2.0,5.0,0.0,13.0,14.0,0.0
2016-11-24,7.0,17.0,1.0,6.0,4.0,6.0,1.0,10.0,7.0,0.0
2016-11-25,6.0,15.0,2.0,3.0,4.0,7.0,0.0,11.0,29.0,0.0
2016-11-26,15.0,24.0,3.0,2.0,9.0,9.0,0.0,24.0,35.0,0.0
2016-11-27,4.0,3.0,0.0,0.0,1.0,2.0,0.0,3.0,5.0,0.0
2016-11-28,4.0,20.0,4.0,2.0,0.0,8.0,1.0,21.0,2.0,0.0
2016-11-29,6.0,13.0,2.0,1.0,0.0,5.0,3.0,9.0,13.0,0.0
2016-11-30,7.0,19.0,0.0,6.0,6.0,5.0,3.0,15.0,29.0,0.0
2016-12-01,3.0,8.0,3.0,3.0,2.0,8.0,0.0,2.0,0.0,0.0
2016-12-02,1.0,3.0,2.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0
2016-12-03,1.0,4.0,4.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0
2016-12-04,2.0,1.0,1.0,2.0,0.0,5.0,0.0,2.0,0.0,0.0
2016-12-05,1.0,11.0,3.0,4.0,4.0,8.0,1.0,5.0,5.0,0.0
2016-12-06,4.0,13.0,4.0,1.0,4.0,7.0,0.0,3.0,0.0,0.0
2016-12-07,2.0,10.0,2.0,3.0,4.0,6.0,1.0,1.0,0.0,0.0
2016-12-08,1.0,6.0,6.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0
2016-12-09,2.0,15.0,3.0,1.0,5.0,8.0,0.0,3.0,0.0,0.0
2016-12-10,4.0,10.0,0.0,3.0,3.0,2.0,0.0,7.0,0.0,0.0
2016-12-11,1.0,1.0,0.0,0.0,1.0,3.0,0.0,5.0,0.0,0.0
2016-12-12,5.0,11.0,3.0,2.0,3.0,7.0,0.0,5.0,1.0,0.0
2016-12-13,4.0,10.0,0.0,0.0,2.0,6.0,0.0,3.0,3.0,0.0
2016-12-14,2.0,7.0,3.0,4.0,2.0,3.0,1.0,7.0,1.0,0.0
2016-12-15,1.0,8.0,1.0,2.0,5.0,12.0,1.0,4.0,9.0,0.0
2016-12-16,6.0,11.0,7.0,1.0,2.0,10.0,0.0,5.0,0.0,0.0
2016-12-17,3.0,11.0,5.0,3.0,2.0,3.0,2.0,4.0,0.0,0.0
2016-12-18,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016-12-19,4.0,12.0,4.0,2.0,5.0,15.0,2.0,7.0,10.0,0.0
2016-12-20,8.0,7.0,2.0,2.0,1.0,6.0,0.0,4.0,8.0,0.0
2016-12-21,4.0,15.0,4.0,2.0,4.0,11.0,1.0,7.0,7.0,0.0
2016-12-22,1.0,15.0,4.0,2.0,2.0,7.0,2.0,4.0,7.0,0.0
2016-12-23,3.0,11.0,3.0,1.0,2.0,16.0,1.0,5.0,10.0,0.0
2016-12-24,4.0,12.0,4.0,4.0,2.0,9.0,2.0,6.0,8.0,0.0
2016-12-26,3.0,12.0,4.0,0.0,1.0,6.0,1.0,4.0,12.0,0.0
2016-12-27,2.0,7.0,3.0,4.0,1.0,8.0,0.0,4.0,7.0,0.0
2016-12-28,1.0,10.0,0.0,3.0,1.0,4.0,0.0,2.0,1.0,0.0
2016-12-29,4.0,12.0,3.0,1.0,0.0,1.0,0.0,11.0,12.0,0.0
2016-12-30,1.0,10.0,4.0,3.0,4.0,7.0,0.0,5.0,6.0,0.0
2016-12-31,0.0,17.0,5.0,2.0,0.0,5.0,2.0,5.0,3.0,0.0
2017-01-02,3.0,15.0,1.0,5.0,2.0,7.0,0.0,4.0,4.0,0.0
2017-01-03,2.0,7.0,0.0,2.0,1.0,4.0,2.0,1.0,5.0,0.0
2017-01-04,3.0,13.0,3.0,1.0,1.0,3.0,0.0,1.0,3.0,0.0
2017-01-05,2.0,13.0,4.0,2.0,0.0,9.0,1.0,2.0,4.0,0.0
2017-01-06,0.0,10.0,1.0,6.0,2.0,5.0,1.0,5.0,20.0,0.0
2017-01-07,2.0,11.0,4.0,1.0,3.0,6.0,2.0,6.0,24.0,0.0
2017-01-09,3.0,16.0,2.0,0.0,4.0,10.0,1.0,3.0,6.0,0.0
2017-01-10,3.0,10.0,2.0,3.0,2.0,4.0,0.0,6.0,15.0,0.0
2017-01-11,3.0,8.0,3.0,2.0,1.0,6.0,2.0,1.0,6.0,0.0
2017-01-12,3.0,8.0,0.0,2.0,4.0,6.0,0.0,5.0,13.0,0.0
2017-01-13,4.0,7.0,3.0,4.0,2.0,6.0,3.0,9.0,8.0,0.0
2017-01-14,3.0,9.0,1.0,2.0,4.0,12.0,0.0,3.0,2.0,0.0
2017-01-16,4.0,10.0,2.0,2.0,0.0,6.0,2.0,3.0,4.0,0.0
2017-01-17,3.0,3.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0
2017-01-18,2.0,11.0,0.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0
2017-01-19,1.0,8.0,3.0,3.0,1.0,9.0,2.0,3.0,0.0,0.0
2017-01-20,1.0,7.0,0.0,1.0,0.0,8.0,0.0,6.0,5.0,0.0
2017-01-21,1.0,2.0,2.0,1.0,1.0,9.0,0.0,9.0,4.0,0.0
2017-01-23,5.0,10.0,2.0,0.0,0.0,4.0,2.0,6.0,1.0,0.0
2017-01-24,2.0,7.0,3.0,0.0,0.0,4.0,0.0,7.0,1.0,0.0
2017-01-25,0.0,8.0,3.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0
2017-01-26,4.0,7.0,5.0,0.0,2.0,5.0,1.0,6.0,1.0,0.0
2017-01-27,4.0,17.0,2.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0
2017-01-28,4.0,3.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0
2017-01-30,4.0,22.0,3.0,2.0,4.0,14.0,0.0,4.0,0.0,0.0
2017-01-31,6.0,9.0,0.0,2.0,0.0,5.0,1.0,3.0,0.0,0.0
2017-02-01,0.0,9.0,4.0,4.0,2.0,0.0,2.0,4.0,0.0,0.0
2017-02-02,1.0,7.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0
2017-02-03,4.0,12.0,1.0,3.0,4.0,3.0,1.0,5.0,0.0,0.0
2017-02-04,1.0,10.0,1.0,4.0,4.0,0.0,1.0,4.0,0.0,0.0
2017-02-06,7.0,23.0,3.0,1.0,3.0,7.0,2.0,8.0,0.0,0.0
2017-02-07,11.0,13.0,2.0,1.0,4.0,6.0,0.0,5.0,0.0,0.0
2017-02-08,3.0,9.0,1.0,4.0,1.0,3.0,1.0,2.0,0.0,0.0
2017-02-09,0.0,9.0,3.0,4.0,3.0,4.0,1.0,5.0,0.0,0.0
2017-02-10,2.0,10.0,2.0,7.0,2.0,5.0,1.0,3.0,0.0,0.0
2017-02-11,5.0,13.0,3.0,4.0,1.0,6.0,1.0,3.0,0.0,0.0
2017-02-13,4.0,13.0,0.0,1.0,2.0,5.0,1.0,3.0,0.0,0.0
2017-02-14,2.0,9.0,1.0,1.0,3.0,5.0,1.0,3.0,0.0,0.0
2017-02-15,0.0,5.0,2.0,2.0,3.0,5.0,2.0,4.0,1.0,0.0
2017-02-16,5.0,11.0,2.0,3.0,4.0,3.0,1.0,1.0,2.0,0.0
2017-02-17,1.0,11.0,3.0,6.0,2.0,1.0,1.0,5.0,1.0,0.0
2017-02-18,0.0,14.0,3.0,1.0,1.0,11.0,0.0,2.0,1.0,0.0
2017-02-20,2.0,17.0,3.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0
2017-02-21,7.0,3.0,1.0,2.0,0.0,4.0,1.0,2.0,1.0,0.0
2017-02-22,1.0,7.0,3.0,4.0,4.0,7.0,0.0,6.0,0.0,0.0
2017-02-23,5.0,12.0,4.0,2.0,4.0,8.0,1.0,5.0,0.0,0.0
2017-02-24,4.0,8.0,1.0,1.0,3.0,9.0,1.0,5.0,0.0,0.0
2017-02-25,2.0,7.0,1.0,2.0,2.0,6.0,1.0,3.0,0.0,0.0
2017-03-01,0.0,5.0,1.0,1.0,1.0,5.0,0.0,3.0,0.0,0.0
2017-03-02,3.0,12.0,6.0,4.0,3.0,11.0,0.0,4.0,0.0,0.0
2017-03-03,4.0,22.0,4.0,8.0,2.0,10.0,2.0,6.0,0.0,0.0
2017-03-04,3.0,18.0,5.0,3.0,2.0,5.0,6.0,1.0,0.0,0.0
2017-03-06,4.0,13.0,1.0,3.0,5.0,8.0,1.0,5.0,0.0,0.0
2017-03-07,5.0,9.0,2.0,4.0,2.0,4.0,2.0,4.0,0.0,0.0
2017-03-08,3.0,6.0,0.0,3.0,2.0,7.0,2.0,3.0,0.0,0.0
2017-03-09,3.0,9.0,2.0,3.0,3.0,9.0,2.0,1.0,0.0,0.0
2017-03-10,3.0,13.0,1.0,4.0,3.0,5.0,1.0,2.0,0.0,0.0
2017-03-11,1.0,11.0,3.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0
2017-03-13,3.0,12.0,2.0,7.0,4.0,8.0,2.0,6.0,0.0,0.0
2017-03-14,0.0,10.0,1.0,4.0,7.0,2.0,2.0,6.0,0.0,0.0
2017-03-15,2.0,7.0,2.0,7.0,3.0,6.0,2.0,5.0,0.0,0.0
2017-03-16,1.0,8.0,0.0,1.0,1.0,3.0,1.0,5.0,0.0,0.0
2017-03-17,3.0,8.0,1.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0
2017-03-18,2.0,15.0,0.0,1.0,3.0,7.0,1.0,3.0,0.0,0.0
2017-03-20,6.0,17.0,2.0,3.0,2.0,5.0,4.0,7.0,0.0,0.0
2017-03-21,9.0,7.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0
2017-03-22,2.0,8.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0
2017-03-23,2.0,7.0,1.0,3.0,4.0,5.0,0.0,2.0,0.0,0.0
2017-03-24,2.0,6.0,0.0,1.0,0.0,3.0,0.0,8.0,0.0,0.0
2017-03-25,3.0,5.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0
2017-03-27,3.0,17.0,5.0,1.0,1.0,3.0,3.0,4.0,3.0,0.0
2017-03-28,5.0,7.0,1.0,2.0,1.0,4.0,2.0,1.0,3.0,0.0
2017-03-29,2.0,19.0,0.0,5.0,2.0,9.0,3.0,3.0,1.0,0.0
2017-03-30,4.0,14.0,7.0,1.0,1.0,3.0,0.0,1.0,2.0,0.0
2017-03-31,2.0,13.0,0.0,1.0,0.0,4.0,0.0,3.0,1.0,0.0
2017-04-01,3.0,9.0,6.0,3.0,4.0,2.0,2.0,3.0,0.0,0.0
2017-04-03,6.0,16.0,1.0,5.0,5.0,4.0,0.0,1.0,1.0,0.0
2017-04-04,2.0,7.0,3.0,0.0,2.0,4.0,1.0,1.0,3.0,0.0
2017-04-05,2.0,10.0,0.0,1.0,1.0,1.0,0.0,6.0,6.0,0.0
2017-04-06,2.0,9.0,2.0,5.0,3.0,2.0,1.0,2.0,6.0,0.0
2017-04-07,5.0,16.0,0.0,3.0,2.0,3.0,3.0,4.0,9.0,0.0
2017-04-08,2.0,9.0,3.0,6.0,2.0,5.0,0.0,2.0,2.0,0.0
2017-04-10,5.0,18.0,2.0,2.0,1.0,10.0,0.0,8.0,11.0,0.0
2017-04-11,4.0,9.0,0.0,2.0,2.0,6.0,0.0,3.0,4.0,0.0
2017-04-12,3.0,10.0,0.0,2.0,3.0,9.0,1.0,3.0,6.0,0.0
2017-04-13,2.0,10.0,0.0,4.0,5.0,5.0,0.0,1.0,2.0,0.0
2017-04-15,2.0,15.0,0.0,2.0,2.0,6.0,3.0,4.0,5.0,0.0
2017-04-17,3.0,20.0,2.0,11.0,4.0,8.0,1.0,3.0,1.0,0.0
2017-04-18,2.0,15.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0
2017-04-19,1.0,17.0,2.0,3.0,1.0,5.0,0.0,1.0,4.0,0.0
2017-04-20,3.0,8.0,0.0,3.0,1.0,2.0,0.0,3.0,0.0,0.0
2017-04-22,3.0,8.0,0.0,3.0,2.0,1.0,0.0,4.0,1.0,0.0
2017-04-24,3.0,16.0,3.0,2.0,3.0,9.0,0.0,4.0,6.0,0.0
2017-04-25,2.0,7.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
2017-04-26,3.0,29.0,0.0,5.0,1.0,10.0,1.0,9.0,33.0,0.0
2017-04-27,1.0,32.0,0.0,5.0,0.0,6.0,0.0,13.0,45.0,0.0
2017-04-28,4.0,23.0,0.0,4.0,0.0,11.0,0.0,8.0,30.0,0.0
2017-04-29,3.0,23.0,0.0,3.0,0.0,5.0,0.0,12.0,39.0,0.0
2017-05-02,3.0,15.0,0.0,4.0,1.0,4.0,2.0,4.0,3.0,0.0
2017-05-03,3.0,17.0,1.0,1.0,0.0,4.0,4.0,5.0,2.0,0.0
2017-05-04,3.0,12.0,1.0,0.0,5.0,6.0,2.0,8.0,0.0,0.0
2017-05-05,6.0,14.0,3.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0
2017-05-06,3.0,16.0,0.0,0.0,2.0,4.0,1.0,3.0,0.0,0.0
2017-05-08,3.0,22.0,3.0,2.0,3.0,9.0,2.0,4.0,2.0,0.0
2017-05-09,8.0,19.0,5.0,3.0,2.0,3.0,0.0,7.0,0.0,0.0
2017-05-10,2.0,22.0,2.0,5.0,1.0,7.0,4.0,7.0,6.0,0.0
2017-05-11,5.0,22.0,2.0,4.0,3.0,3.0,0.0,9.0,5.0,0.0
2017-05-12,4.0,31.0,3.0,5.0,6.0,12.0,1.0,4.0,3.0,0.0
2017-05-13,5.0,42.0,1.0,9.0,5.0,11.0,2.0,11.0,10.0,0.0
2017-05-15,2.0,15.0,0.0,1.0,2.0,5.0,0.0,7.0,1.0,0.0
2017-05-16,1.0,12.0,0.0,1.0,1.0,2.0,1.0,5.0,2.0,0.0
2017-05-17,3.0,8.0,2.0,0.0,0.0,4.0,2.0,4.0,4.0,0.0
2017-05-18,5.0,14.0,0.0,3.0,5.0,4.0,1.0,3.0,2.0,0.0
2017-05-19,1.0,12.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0
2017-05-20,3.0,14.0,1.0,2.0,4.0,5.0,1.0,4.0,0.0,0.0
2017-05-22,2.0,21.0,2.0,1.0,6.0,3.0,0.0,5.0,4.0,0.0
2017-05-23,2.0,11.0,3.0,2.0,1.0,2.0,1.0,3.0,5.0,0.0
2017-05-24,2.0,9.0,2.0,8.0,3.0,2.0,0.0,5.0,3.0,0.0
2017-05-25,1.0,13.0,0.0,2.0,4.0,5.0,1.0,2.0,6.0,0.0
2017-05-26,4.0,12.0,2.0,2.0,3.0,6.0,1.0,2.0,3.0,0.0
2017-05-27,8.0,7.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,0.0
2017-05-29,3.0,14.0,4.0,2.0,2.0,4.0,3.0,6.0,1.0,0.0
2017-05-30,3.0,18.0,1.0,3.0,3.0,9.0,0.0,4.0,0.0,0.0
2017-05-31,1.0,7.0,3.0,4.0,0.0,4.0,2.0,6.0,1.0,0.0
2017-06-01,4.0,7.0,2.0,2.0,2.0,10.0,0.0,2.0,3.0,0.0
2017-06-02,1.0,15.0,0.0,2.0,2.0,3.0,2.0,3.0,1.0,0.0
2017-06-03,2.0,8.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0
2017-06-05,7.0,20.0,1.0,3.0,3.0,1.0,2.0,4.0,1.0,0.0
2017-06-06,4.0,15.0,1.0,0.0,3.0,9.0,3.0,3.0,0.0,0.0
2017-06-07,0.0,14.0,3.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0
2017-06-08,3.0,11.0,1.0,5.0,0.0,1.0,2.0,5.0,0.0,0.0
2017-06-09,4.0,13.0,1.0,2.0,2.0,9.0,3.0,8.0,1.0,0.0
2017-06-10,2.0,13.0,5.0,1.0,3.0,9.0,1.0,4.0,2.0,0.0
2017-06-12,7.0,38.0,1.0,1.0,10.0,8.0,6.0,13.0,1.0,0.0
2017-06-13,5.0,11.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0
2017-06-14,2.0,12.0,2.0,1.0,0.0,2.0,2.0,6.0,0.0,0.0
2017-06-16,2.0,26.0,0.0,4.0,3.0,4.0,2.0,4.0,0.0,0.0
2017-06-17,6.0,9.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0
2017-06-19,7.0,24.0,1.0,3.0,2.0,10.0,4.0,4.0,0.0,0.0
2017-06-20,2.0,5.0,4.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0
2017-06-21,2.0,6.0,3.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0
2017-06-22,3.0,7.0,2.0,1.0,2.0,6.0,0.0,4.0,0.0,0.0
2017-06-23,2.0,12.0,1.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0
2017-06-26,10.0,17.0,5.0,0.0,4.0,7.0,0.0,7.0,1.0,0.0
2017-06-27,3.0,10.0,2.0,1.0,0.0,5.0,2.0,6.0,3.0,0.0
2017-06-28,6.0,15.0,0.0,3.0,0.0,3.0,1.0,5.0,0.0,0.0
2017-06-29,10.0,9.0,0.0,4.0,0.0,3.0,0.0,5.0,1.0,0.0
2017-06-30,6.0,20.0,0.0,1.0,3.0,6.0,3.0,13.0,0.0,0.0
2017-07-01,3.0,11.0,0.0,1.0,0.0,4.0,0.0,2.0,1.0,0.0
2017-07-03,5.0,20.0,0.0,3.0,1.0,3.0,0.0,5.0,0.0,0.0
2017-07-04,5.0,10.0,3.0,3.0,3.0,5.0,0.0,4.0,0.0,0.0
2017-07-05,3.0,6.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0
2017-07-06,16.0,20.0,5.0,1.0,1.0,7.0,4.0,3.0,0.0,0.0
2017-07-07,6.0,10.0,1.0,4.0,1.0,4.0,2.0,1.0,2.0,0.0
2017-07-08,5.0,12.0,3.0,2.0,3.0,5.0,0.0,2.0,2.0,0.0
2017-07-10,4.0,14.0,0.0,4.0,2.0,12.0,3.0,7.0,6.0,0.0
2017-07-11,6.0,19.0,1.0,3.0,0.0,9.0,2.0,4.0,2.0,0.0
2017-07-12,6.0,15.0,0.0,3.0,1.0,6.0,2.0,4.0,0.0,0.0
2017-07-13,1.0,14.0,1.0,3.0,4.0,2.0,1.0,8.0,0.0,0.0
2017-07-14,4.0,7.0,0.0,2.0,2.0,6.0,0.0,5.0,0.0,0.0
2017-07-15,6.0,13.0,2.0,1.0,2.0,6.0,0.0,3.0,0.0,0.0
2017-07-17,5.0,9.0,2.0,1.0,2.0,6.0,2.0,3.0,1.0,0.0
2017-07-18,1.0,12.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0
2017-07-19,2.0,13.0,1.0,1.0,2.0,5.0,1.0,3.0,1.0,0.0
2017-07-20,2.0,15.0,0.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0
2017-07-21,5.0,10.0,0.0,5.0,1.0,8.0,1.0,6.0,0.0,0.0
2017-07-22,3.0,11.0,1.0,3.0,0.0,6.0,0.0,7.0,0.0,0.0
2017-07-24,3.0,10.0,0.0,2.0,1.0,5.0,0.0,4.0,1.0,0.0
2017-07-25,1.0,4.0,0.0,2.0,3.0,9.0,0.0,4.0,0.0,0.0
2017-07-26,2.0,7.0,0.0,2.0,1.0,5.0,1.0,7.0,0.0,0.0
2017-07-27,2.0,8.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0
2017-07-28,6.0,7.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0
2017-07-29,1.0,13.0,0.0,3.0,0.0,5.0,1.0,1.0,0.0,0.0
2017-07-31,3.0,15.0,1.0,7.0,0.0,2.0,2.0,4.0,0.0,0.0
2017-08-01,3.0,8.0,2.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0
2017-08-02,2.0,6.0,0.0,2.0,0.0,6.0,0.0,4.0,0.0,0.0
2017-08-03,2.0,10.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0
